question,answer
XDR的安全工单流程是怎样的？,"通过工单流程可实现不同角色间的协同和流程化运维。 依靠安全运维主管进行任务发起及归档，推动具体责任部门或下属单位的运维人员完成相关事件处置工作。对安全问题进行流程化实现，可便于风险处置的协作和管理，避免无责任人管理导致的风险淹没。安全问题来源于对接的安全检测类设备的安全事件，通过对相关安全问题进行待流转设置，可针对性的进行通报、预警、上报，快速通知相关责任人进行安全事件的处置动作与归档。对安全情报信息进行流程化实现，可快速拉齐信息同步，避免信息不同步导致的安全危害发生，通过对相关信息发起通告流程，提前告知相关责任人威胁信息，快速做好预警防护工作。通过工单流程与SOAR剧本之前相互调用，可以实现高度自动化的事件处理与流程管理的耦合。实际使用过程中主要分为以下几个流程：
1.明确组织与职责
2.基于实际组织架构情况明确安全业务的运营流程的组织结构以及对应的工作职责。
工单总览
工单总览可以按照流程类型和时间范围，统计工单总数，流转中的待处理工单，已结束和已撤销等不同状态的工单，支持按照部门和工单责任人维度来统计工单完成率和超时工单。
流程模板编排
基于实际处置流程，通过拖拉拽的方式，进行自定义流程的编排。为满足流程的全面性，流程动作可包含录入节点、审批节点和并行节点，录入节点可满足流程中人工上传举证信息动作、审批节点可满足人工的选择与判断动作、并行节点可以满足并发执行多个相互独立的流程；
将定义好的流程进行保存，为安全业务的执行提供流程；安全业务的运营流程应可从日常运维、通报预警、应急响应等多维度进行多种流程编排。具体示例如下：
流程设计应以满足可闭环的理念进行规划安排，流程应满足通报人发起、通报人归档的理念， 且通报人在流程流转过程中可看到流程进展。"
XDR一键处置功能？,"深信服XDR支持对安全事件和告警推送处置和响应建议、处置动作包括缓解措施及建议、通过建议描述、业务影响标签和安全效果标签清晰明确指导下一步响应动作，可一键封禁IP、隔离主机等。支持在线实时聊天框或离线留言咨询攻防专家，获取云端专家支持。
深信服XDR平台通过API接口，联动AF，EDR或CWPP，下发处理动作完成对告警事件的处置，提升业务系统的安全系数，及响应处置的速度与准确性。配置规则支持按源IP、风险等级、源端口、目的IP、目的端口、URL、MD5、发件人邮箱、风险来源，in、not in、like事件范围和规则ID进行加白，支持配置加白时长。
- EDR/CWPP 联动：将告警与 EDR/CWPP 设备进行联动，对可能的端点恶意进程进行封禁、关闭、隔离等操作。支持对隔离主机和处置文件列表展示，可对相关判别后的隔离主机和处置文件解除隔离。
- AF联动：将告警与防火墙设备进行联动，完成对恶意 IP 的封禁、解封操作，甚至调整安全设备其它策略。配置规则支持按IP/域名/URL联动设备进行封堵，封禁时长可按天/时/分细粒度进行设置。
- 第三方产品联动：目前已支持多款主流防火墙的联动，如网神、山石以及Fortigate等，其他主流防火墙支持收费定制的方式满足，还可以叠加深信服SIR作为应急响应处置中心方案。"
XDR对终端资产管理的支持程度？,"资产管理是安全运营工作的核心，安全问题都是以资产为基础开展响应闭环。通过资产管理模块，可以解决资产分散、指纹模糊、定位困难等一系列管理问题，为后续的资产风险识别、威胁事件响应、流程工单协作建立基础。
资产管理可以解决资产分散、不集中等一系列管理问题。具有识别IT资产、自定义资产属性管理、多源资产数据聚合和建立责任人员组织架构的功能，实现资产的统一管理。其中，可识别的资产类型，包含服务器、终端、网络设备、物联网设备、移动设备和网络安全产品等。
深信服XDR平台通过网络侧（NDR/SIP/云镜），端点侧（EDR/CWPP）和第三方API获取以及手动数据接入来识别资产。通过主动扫描识别、被动流量识别和用户手动三种方式导入资产列表，结合用户页面操作资产信息，对资产进行关联、合并、去重和除错等处理，补充更新资产数据信息。
主机资产可以实现识别操作系统、开放的服务与端口、在线离线状态、资产类型。支持业务/服务器资产分类，可定义IP地址、所属资产组、主机名、责任人、责任人邮箱、所属业务、MAC、地理位置、操作系统、服务与端口、最近上线等信息。
资产详情可以展示资产基础信息包括关联IP、设备信息、地理位置、资产责任人、操作系统、虚拟机信息；开放端口信息、账号信息及登录历史、应用软件信息、硬件信息及数据来源等。
责任人管理支持展示责任人风险资产数及风险标签，可编辑人员部门归属。
资产管理支持自定义属性能力，可以通过自定义属性来扩展资产的管理能力，并支持导入导出带有自定义属性的资产台账表。
XDR可以通过未知资产分析功能，分析各组件发现的，并且不在资产台账中的资产。可以通过网段分析、关联资产组信息、活跃信息、资产信息丰富度等维度分析可能未进行管理的资产，并纳入管理中。"
XDR如何实现资产定位到人？,"在安全问题发生时，除了知道发生问题的资产外，还需要找到资产相应的责任人进行处理整改。较传统的模式是管理员在多个设备上自行关联查找，在实际攻防对矿中这种方式处置的效率较低。XDR通过汇总多类设备（包括准入设备、访问控制、终端管理、CMDB、外部台账等方式）的资产管理数据进行分析，自动关联安全问题及其资产责任人。并且针对DHCP、DNS等特殊场景进行纠正处理，使网侧安全告警能够定位到真实主机，研判分析时可以直接看到相关信息，无需二次查找，提高告警研判处置效率。
DHCP 场景示例：
    当内网主机（1.1.1.1）产生一条告警，由于存在DHCP场景，主机IP由1.1.1.1 变化为 1.1.1.2，原IP 1.1.1.1可能也会被其他内网主机占用。最终导致资产和人员信息定位错误，无法高效的进行研判分析及后续的处置。
DHCP 解决方案：
    端侧（EDR、CWPP）资产可以通过终端ID生成资产唯一标识，资产发生变化时，可以通过标识确定唯一资产。网侧资产无法确定其唯一性，当发生变化时，容易造成资产数量膨胀。通过建立网侧资产和端侧资产的映射关系（同一分支内，同一资产通过IP进行关联），资产唯一确定且跟责任人准确关联。同时深信服XDR支持展示安全问题检出时IP和实时IP，方便对后续问题的溯源和分析。
DNS 场景示例：
当内网主机1（2.1.1.1）请求恶意域名，通过DNS服务器代理向上进行域名解析，解析时探针会把源IP定位为
DNS服务器的IP（1.1.1.1），无法定位到内网真实主机（2.1.1.1），最终导致资产和人员信息定位错误。
DNS 解决方案：
1、在DNS服务器安装一个开源采集器，采集DNS解析日志然后上报至XDR平台
2、当内网主机通过DNS服务器向上代理请求产生相关告警时，会根据解析日志对告警源IP进行纠正，使其能够对应到真实主机，从而研判处置时能够找到正确的责任人。"
XDR的脆弱性管理是怎样的？,"随着资产数量的增多，系统和应用漏洞频繁爆发，对资产漏洞进行识别与管理是保障业务安全的重要一环。深信服XDR平台结合网络侧（云镜）以及端点侧识别（EDR/CWPP）漏洞检测，能够全面的了解用户设备的真实漏洞情况。
在将端和网侧检测的脆弱性信息深度融合后，XDR能够通过脆弱性危害性、攻击者可利用性、攻击者可触达性、资产重要性、攻击情报等维度对脆弱性进行优先级分析，找出最重要、最需要关注的脆弱性，优先处置急需修复的脆弱性，避免陷入检出的脆弱性的汪洋大海中。
XDR结合漏洞全生命周期机制，对漏洞全生命周期进行管理，包括：漏洞发现、漏洞验证、漏洞处置，实现漏洞全生命周期状态闭环跟踪，确保重要的漏洞及时处置。具体过程定义如下：
１.漏洞发现：能够主动地对系统、应用层、中间件、数据库等漏洞检测。
２.漏洞验证：针对关键漏洞，识别和展示具体的举证信息，包括端口信息、具体的组件版本、发包回包举证信息等。支持对检出漏洞的分析和确认验证，确定漏洞的有效性。
３.漏洞处置：对发现的漏洞提供处置建议，提供可落地的漏洞修复方案，包括：漏洞修复步骤、补丁下载链接等。
脆弱性管理页面展现终端遥测及网络遥测扫描到的资产脆弱性进行展示，可对资风险产类型、风险等级及资产名称、责任人、组名等标签进行筛选。"
XDR对资产的检测机制？,重要的核心资产需要加强关注，XDR可对核心资产进行自适应安全监测。针对核心资产，基于终端侧深度、全面的数据采集，从威胁角度，给客户提供核心资产的安全监测结果，检测内容包括现存威胁（事件/告警）、明确风险（漏洞/弱口令）、潜在风险（风险应用、暴露端口、风险访问）、异常信号（关键基线异动）。客户可以根据该监测结果快速开展资产的加固工作，如启动项、计划任务、服务项等是否有新增变动，是否新增了黑客工具、远程运维工具，是否新增对外暴露的端口，是否有采用存在漏洞的中间件，是否存在高可利用漏洞，是否存在弱密码账户，是否存在异常访问等。
XDR如何识别风险应用？,"XDR通过EDR等端侧组件可以识别主机上存在的风险应用，包括风险黑客工具和运维工具的检查，至少25种风险应用检测涵盖主流攻击入侵入口。
包括黑客工具：NetworkShare、PsExec、PCHunter、KPortScan、Frp、ProcessHacker、Mimikatz、Nasp、WebBrowserPassView、PowerTool、CobaltStrike、Masscan、Fscan、NLBrute、PortScan、DefenderControl、Gmer、Netpass、DUBrute、Lazykatz。
运维工具：ToDesk、向日葵、AnyDesk、Rdp_Connector、TeamViewer。
通过风险应用的识别，可以快速定位关键主机存在的攻击风险和隐患。"
XDR在热点威胁方面的支持情况？,XDR支持对热点威胁的展示和检测，以时间轴展示，可展现漏洞名称、风险等级、CVE编号、可检测情况，影响资产、威胁标签、爆发时间及风险评估。对热点威胁包含的漏洞，可以展示危害程度、漏洞爆发时间、CVE-ID、CNNVD-ID、威胁标签、漏洞介绍、影响组件、情报来源、漏洞活跃趋势及修复处置建议。
XDR关联分析能力？,关联分析分为数据接入和数据分析两个模块。主要功能是通过接入第三方安全设备（如防火墙、IPS、IDS、WAF、终端安全等）、网络设备（如路由器、交换机等）、操作系统（如windows、linux各系列）、中间件（web中间件如apache等，数据库中间件如Mysql、Sql server等中间件）等日志数据进行数据标准化和关联分析。其结果可作为安全能力层输入进行深层次的分析。
XDR数据接入？,"数据接入将网络环境中各种Event原始数据（包括：深信服、绿盟、安恒、华为等主流厂商的设备日志， Windows、Linux操作系统日志， Apache、Nginx、SSH、MySQL、Oracle等常用组件日志）进行采集。
１.数据来源
SIEM分析系统能够将安全设备、网络设备、操作系统、中间件等生成的日志数据收集，这些是关联分析所需数据的重要来源。
２.数据采集
a.日志采集：日志采集分为主动拉取和被动接收两种形式。
主动拉取：目前支持FTP、KAFKA、JDBC、HTTP、WMI等方式。
被动接收：目前支持syslog、winlogbeat、snmp trap等方式。
b.数据范式：SIEM分析系统从大量第三方设备获取日志数据，各厂商对于字段（如源IP、目的IP、端口等）的格式定义都存在差异，需要将这些数据进行预处理，转成统一的格式标准，这个预处理过程就是范式化。"
XDR数据分析？,"关联分析分为：预定义关联分析和自定义关联分析。预定义关联分析就是通过SIEM分析系统中预先定义好的关联分析规则对数据的关联点进行分析，自定义关联分析就是允许用户能够根据自身的网络环境和业务特性，按照SIEM系统提供的模板自定义创建关联分析规则。例如，可以创建一个规则如在一段时间内特定IP范围和端口被访问数量超过N即为异常访问。
关联分析规则主要分为：情境关联、规则关联和行为关联（UEBA），具体见以下说明：
１.脆弱性关联：比如FTP存在弱密码，且遭受FTP暴力破解；
２.规则关联：包括逻辑关联、统计关联和时序关联；
（１）逻辑关联：基于逻辑表达式的规则，比如攻击类型=SQL注入 and 目的端口 in(80,8080)；
（２）统计关联：基于聚合统计的规则，比如一分钟内某个IP登录某个目的IP的失败次数大于10次；
（３）时序关联：基于事件发生顺序的规则，比如某个IP被扫描后，遭受暴破攻击；
３.行为关联：主要根据典型的安全场景结合UEBA进行关联分析，包括：账号登录异常、数据库异常、外联异常、外发数据异常、访问异常、账号暴破等。"
XDR自定义告警？,"自定义告警规则包含：自定义IOA规则、自定义IOC规则。
(1)自定义IOA规则。IOA (Indicator of Attack) 是以一种积极预判的方式进行工作，它一般是根据防守方的知识和经验预判攻击者可能会采取的动作，并将这种预判转换为安全防护能力，要关注各种动态的行为，例如：创建进程、创建/修改/删除文件、网络连接、DNS解析、创建/删除注册表等。其中IOA告警规则包括进程创建、文件创建、域名访问、网络连接等。当XDR平台检测到您现网环境中存在可以匹配上的规则内容的威胁信息，将会生成对应等级的安全告警，并且将对应的进程链自动溯源后展示相关逻辑。
场景一：例如您可以在自定义IOA告警规则中设置当发现业务人员在电脑上使用命令行查询域控相关信息时，识别为异常行为并触发告警。
点击配置管理->自定义告警规则导航栏，点击新增，新增自定义IOA规则，规则名称填写为用户查询域控相关命令执行，确定性等级选择高可信，告警等级为高危，适用系统为Windows，ATT&CK跟规则描述为选填。
当有业务用户终端（已安装agent）执行相关命令后，XDR平台检测到相关IOA告警，提示您该主机可能存在风险。
(2)自定义IOC规则。IOC (Indicator of Compromise) 是一般在主机失陷或安全事件发生后，人们会进行安全事件调查和取证。在调查取证过程中会提取一些具有指标意义的数据片段，例如文件Hash、文件名、DNS、IP地址、Windows注册表项、字节流序列特征等。这些数据片段常被人们称为“失陷指标”即IOC。IOC规则告警是通过识别特定的恶意指示来监测网络安全威胁的一种方式，自定义IOC告警规则允许用户根据业务需求定义告警规则，如果XDR检测到与自定义规则匹配的IOC规则，就会触发相关告警，以帮助企业及时识别并处理安全威胁。"
XDR由自定义告警生成事件？,自定义告警生成事件是一种用户可以通过自定义事件规则。把自己需要关注的风险（除开事件外还可以关注的哪些告警），能够快速筛选出来，告警的具体指标有：五元组、规则ID、域名、URL、文件MD5、文件路径、X-Forwarded-For、告警等级、确定性等级、检测引擎、风险标签、攻击结果、数据源、访问方向、威胁定性等，用户可以灵活根据告警上面指标配置规则，自动生成安全事件。
XDR支持产品接入情况？,"深信服XDR支持自有产品接入和第三方产品接入：
１．自有产品接入
自有产品接入允许您将深信服安全设备与XDR平台对接，将安全数据（安全告警、安全事件、资产以及攻击面等）上报并利用XDR进行关联分析。
产品接入状态说明：
（１）日志上报：表示该组件给XDR平台上报日志的通道是正常的，XDR平台能正常接收到该组件的数据。
（２）联动/处置：表示该组件的单点登录或封禁地址、隔离主机等联动功能是正常的，XDR平台能正常下发动作命令到该组件上。
（３）设备警报：表示该组件存在一些异常或者注意事项，比如版本过低、授权即将过期、系统时间不准确等问题，建议关注和处理一下。
２．第三方接入 
第三方接入应用分为第三方资产设备接入和SOAR应用接入。
类别	设备名称
（１）第三方资产接入	联软/画方/DNS服务器数据接入
（２）第三方SOAR联动接入	奇安信天擎/H3C防火墙/天融信防火墙/青藤蜂巢/华为防火墙/奇安信网神防火墙/迪普防火墙/联软终端联动响应平台/绿盟防火墙/山石防火墙
（３）当探针收到镜像数据是内网 DNS 代理后的数据时，会将 DNS 服务器判断为风险主机或业务，无法定位到真实的问题服务器 / 终端。接入说明参考“使用说明”：
第三方资产接入，如下：
跳转到[配置管理/产品接入/第三方接入]，填写实例名称、IP地址、用户名、免密、测试IP等信息，点击”确定“；对应用进行联通测试。"
XDR安全事件通知机制？,"为了让用户能够方便地查看和处理平台产生的事件，我们支持将事件推送到微信端。在这里，我们主要配置了将事件推送到微信的策略，包括是否开启微信推送、事件类型、事件等级、事件标签、资产范围、设备来源和热点漏洞预警等。
除此之外，我们还展示了已绑定的微信用户，这些用户可以接收到事件推送并进行相应的处理。通过这种方式，我们可以让用户更加方便地了解和处理平台产生的事件，提高安全事件的处理效率和准确性。"
XDR平台的账户权限机制？,账户权限技术是一种用于管理系统或应用程序中用户权限的技术。它可以帮助管理员对用户进行身份验证、授权和访问控制，从而保护系统和数据的安全性。本白皮书旨在介绍账户权限技术的基本概念、实现原理、应用场景、优势和不足。通过本白皮书的阅读，读者可以了解账户权限技术的基本原理和应用，从而更好地保护系统和数据的安全性。
XDR账号管理？,账号管理技术包括创建账号、管理密码、如何进行身份验证。创建账号时，系统或应用程序需要为用户分配唯一的账号标识，并记录用户的基本信息。管理密码时，系统或应用程序需要对用户的密码进行加密存储，并采取一定的安全措施防止密码泄露。进行身份验证时，系统或应用程序需要对用户输入的账号和密码进行验证，并确认用户的身份
XDR角色管理？,角色管理技术是一种用于管理系统或应用程序中用户角色的技术。它包括角色、权限、访问控制等基本概念。角色是指在系统或应用程序中具有特定权限的用户组，权限是指用户在系统或应用程序中可以执行的操作，访问控制是指系统或应用程序对用户访问资源的控制。
XDR平台操作日志？,操作日志是指记录系统或应用程序中用户操作和系统行为的一种记录方式。操作日志可以记录用户的登录、操作、修改、删除等行为，也可以记录系统的运行状态、错误信息、等信息。操作日志是系统安全、故障排查、和业务分析的重要依据。
什么是集群？,"集群是指将多台计算机节点组成一个整体，通过网络互联，共同完成某项任务。集群技术可以提高计算机系统的可靠性、可扩展性和性能，广泛应用于大规模数据处理、高性能计算、分布式存储等领域。
  集群设置主要提供了管理XDR集群的功能，主要包括：创建集群、扩容集群以及查看集群节点状态。
  创建集群是XDR系统的起点，创建集群需要三个以上同型号的节点并且所有节点正确配置网络。
  扩容集群是XDR集群扩展方式，可以把同型号的节点添加到节点来获得更高的数据分析能力、更大的数据存储能力。"
XDR授权管理机制？,"授权管理页面是一个非常重要的页面，它提供了XDR租户的授权信息，帮助管理员和用户了解他们的授权情况。在该页面上，用户可以查看XDR平台的激活时间和授权类型，以及订单系统和安服mssp平台开通的服务信息。
  服务信息是授权管理页面的一个重要部分，它包含了服务类型、服务名称、授权状态、服务介绍和有效期等信息。服务类型分为基础项、增值项和托管检测与响应服务MDR，每种服务类型都有不同的服务名称和服务介绍。授权状态显示了服务是否已经授权，有效期则显示了服务的有效期限。
  通过授权管理页面，管理员和用户可以轻松地了解他们的授权情况和服务信息，以便更好地管理和使用XDR平台。"
XDR对APP商城的作用？,"后疫情时代，许多企业采用混合或者多云的架构，在这样的架构上采用的多种安全策略并存，这样孤岛似的安全防护。现在显得有些力不从心。一种统一的安全方案就显得尤为重要，能够将各种安全策略、安全工具应用于全局。
    App Store做为开放生态的基石，能够适配各种各样的安全工具和策略，用以打通孤岛数据和孤岛工具整合到用户生态全局，技术架构基于XDR平台架构交付场景，满足不同用户需求，IT/OT安全统一管理方案，扩大开发性的XDR安全检测边界，可快速响应渠道，ISV协作定制述求，支持SIP、AF、EDR等组件赋能闭环，增强组件竞争力。"
XDR对物联网安全的作用？,"借助XDR的App Store开放能力，联合AF与XDR优势，让用户在面对海量物联设备，为电力、能源等行业建立IT+OT一体化管理的可复制的样板点，可持续推广；无客户的数字化转型提供安全能力。
    管理员提供清晰的物联设备资产台账，随着数字化转型的推进，大量的智慧化业务增加，带来的是更多的物联网设备连接网络，日常运维能力繁琐
    平台可以更准确更全面识别设备的详细信息，以判断设备是否可以入库，简单快速地完成可信设备及需要入网设备的入库审核操作，使得可信设备可以访问内网业务，同时建立可信设备的管理台账。"
XDR的生态？,"１．数据对接
用户可以通过Kafka和API来获取安全事件、安全告警、资产等数据。通过这些数据，客户可以更轻松地获取安全事件和告警信息，将其与其他系统和应用程序进行集成，也可以帮助客户更好的了解其资产和安全状况，从而更好地做出安全决策和规划。
２．应用商店
应用商店是XDR平台对外提供的一个开发者应用中心，通过应用商店，可以为客户提供更多XDR开发的定制功能和应用，满足客户独特的业务需求和场景。此外，客户也可以根据自己的需求和业务进行自开发和扩展，满足不同客户多样化的安全运营需求。"
XDR的全局调查？,"安全人员出现了一定的安全事件、或者在研判分析的过程中，发现了一些线索，希望可以在当前平台中完成对应的调查需求，如果通过查告警、筛选日志溯源，是一个比较费劲且需要高度专业的事情，攻防百宝箱主要实现这种全局调查功能，可以以攻击者视角快速调查攻击IP的溯源和影响资产；即能完成快速调查，又能快速体现安全人员价值。未来百宝箱还会扩展多项能力，例如：主机健康度调查、主机动态取证、主机攻击影响面等。
在XDR左下角“攻防百宝箱”按钮，进入攻防百宝箱页面，可以根据单个IP地址、文件MD5或域名结合时间段一键进行威胁狩猎并且进行信息统计。
全局调查内容包括检测情况统计、组织活跃度、影响资产以及关系溯源图四大方面进行内网影响分析。"
XDR对智能遥测的支持？,"智能遥测数据采集和过滤是XDR平台能力的基础。深信服自研的数据采集系统（内核态和用户态混合），数据类型覆盖Sysmon，性能显著优于Sysmon，其采集探针建设统一遵从以下3S标准：智能（Smart）、稳定（Stable）、轻量（Slim）。
1．智能识别采集，动态策略深度监控
监测数据来源可谓十分庞大，尤其终端侧甚至每秒可以达到百万级别，如何智能的选取采集类型是遥测数据采集的核心。
深信服终端采集探针利用多种技术（AI引擎、异常检测、规则引擎），结合当前用户环境、业务状态、风险等级等，动态评估需要采集的遥测数据，做到安全效果和数据量平衡。例如，终端会采集进程的关键API行为，识别诸如屏幕截取、键盘记录、远程桌面等行为，但整体数据量过大，且绝大多数行为和攻击无关，属于无效数据；因此探针会智能识别合法进程，并监控进程的安全状态，仅当新的未知进程启动或是合法进程被漏洞利用、内存攻击（注入等）之后，才会进行深度监控采集。
2．稳定持久运行，用户全业务零感知
安全设备在采集数据的同时，最基本的原则就是不能影响用户原有业务，这里包括网络链路和终端资源两个维度。传统杀毒软件客户端重载导致终端性能消耗高、电脑卡顿，软件兼容性差，同时终端设备众多也导致安全运维工作繁重。深信服EDR轻量化客户端，业务无感知的半自动化安全运维。网络链路侧设备和终端设备能做到：
网络：纯旁路采集，不影响用户网络。
终端：兼容实验室的大量、复杂环境测试；能够承载大量（数十万）用户终端稳定运行。
3．轻量数据传输，极限带宽资源占用
基于2021年MITRE的ATT&CK评估测试中对遥测的定义，它是：“经过最小化处理的数据，是为了证明特定攻击行为而产生的，可以明确表明特定行为发生了并且和特定的攻击机制相关（确实发生或者可能发生）”。也就是说，遥测数据更倾向于需要优先收集和攻击行为有⼀定关联性的数据，这种遥测数据和元数据最大的不同是它是和特定的攻击技战术行为相关，这个发展有多重的价值： 
（１）进⼀步压缩了需要传输、存储、分析数据，大幅度降低了安全的成本；
（２）基于元数据的分析，有大量的艰苦的识别工作（哪些适合恶意行为相关 
的），需要分析师具备⾮常专业的能力并付出大量的时间，而现在这种行为已经前置数据采集阶段就完成了； 
（３）基于遥测数据，使基于AI的模型检测成为可能（即自动化威胁狩猎），而AI模型的完善，可以使绝大部分时间检测环节不再需要大量的分析人员，这对于当前普遍缺乏中高端专业人员的安全行业，是⼀个⾮常重要的进展。
轻量的要求一是保护用户资源，降低传输带宽要求，因此网络探针的硬件要求低，终端探针资源消耗CPU闲时不超过1%，极限忙时不超过10%，占用内存50M以内，每天使用流量小于5MB，并且根据终端资源消耗动态调节采集策略。二是降低云端存储成本，面对多租户、大批量数据时仍能保证良好的可靠性和可用性。"
XDR组件综合能力？,深信服XDR的安全能力首先继承了网络侧安全组件（SIP/STA/AF）和终端侧安全组件（EDR/CWPP）的全部能力，在此基座之上构建平台能力。
XDR组件网络侧威胁检测能力？,"网络侧安全组件具备高级威胁检测能力。基于全球数百个威胁情报源和深信服多个安全研究团队的APT事件发现、跟踪成果，运用威胁情报、文件虚拟执行、智能规则引擎、机器学习等技术，可以检测和发现高级网络攻击和新型网络攻击，涵盖：APT攻击、勒索软件、远控木马、僵尸网络、窃密木马、间谍软件、网络蠕虫、邮件钓鱼等高级攻击。
网络侧还有UEBA异常行为检测能力。UEBA是通过对内部用户和资产的行为分析，对这些对象进行持续的学习和行为画像构建，以基线画像的形式检测易于基线的异常行为作为入口点，结合以降维、聚类、决策树为主的计算处理模型发现异常行为，对用户/资产进行综合评分，识别内鬼行为、已入侵的潜伏威胁、外部入侵行为提前预警，应用场景有账号登录异常、数据库异常、外联异常、外发数据异常、访问异常、账号爆破等等。"
网络侧安全组件的规则是什么？,规则是通过各种漏洞所提炼出的特征，通过在流量中所提取的一些特征拉匹配规则，判断流量是黑还是白
网络侧安全组件的模型是什么？,模型是利用算法解决一类具有共性特征的问题。获取流量中的一些特征，例如URL等，通过这些特征建立模型，判断访问的流量是黑还是白。即模型就是一个函数y=f(x)，x是从流量中所提取的特征，函数输出的y表明流量是黑还是白。目前SIP针对每个检测引擎下的细分场景都有对应的检测模型，有基于人工智能构建的机器学习和深度学习的模型。例如在DNS检测引擎中的DGA随机域名场景中，使用深度学习算法LSTM解决了黑客使用DGA算法生成随机域名的问题；在HTTPS检测引擎中恶意程序下载场景中，使用机器学习算法决策树识别恶意下载行为。
网络侧安全组件的检测引擎是什么？,"检测引擎是按照不同的场景、不同的协议，所提出的检测引擎类别。例如针对协议的检测引擎有：DNS行为分析引擎、HTTP行为分析引擎；按照场景的有：邮件行为分析引擎、内网行为分析引擎等。目前SIP组件内置16个检测引擎，同时每个检测引擎下有多个细分检测场景。
网络侧安全组件中的威胁检测引擎，除了高级威胁检测能力之外，还可检测多种网络协议中的攻击行为，提供网页漏洞利用、Webshell上传、网络攻击等多种维度的告警展示，可检测如僵木蠕毒、溢出攻击、拒绝服务、间谍软件、端口扫描、网络钓鱼等多种网络攻击行为，也可检测如SQL注入、XSS、Webshell、代码执行、命令执行、文件包含等多种Web攻击行为，内置的Webshell沙箱和Webshell机器学习模块可以精准检测PHP、ASP、JSP(X)等后门并记录相关信息。覆盖文件威胁、挖矿检测、邮件威胁等等场景。"
XDR组件终端威胁检测能力？,"终端侧威胁检测能力包括IOA&IOC引擎、异常行为检测引擎、ADR、AMSI等等模块化能力。IOC引擎通过传统的威胁情报进行静态特征匹配，由SaaS进行云端能力下发，能够达到快速更新，紧跟业界和行业的安全动向。而IOA行为检测引擎将威胁检测从静态特征匹配转为攻击行为识别，二者结合能够从根本上应对不断更新的攻击手段。
传统主防以规则为检测手段，通过规则发现攻击威胁，难以覆盖高级威胁，例如无文件攻击、模仿攻击（Mimicry）以及跨重启跨长时间窗口的APT攻击。深信服IOA行为引擎基于先进的数据编织（Data Fabric）框架，以及多事件复杂关联规则匹配算法，依靠泛化行为规则提高未知高级威胁攻击检测能力，能关联复杂的、时间跨度大的攻击行为，精准、详细、真实地描绘攻击者行为，在进程层面形成可视化攻击链。IOA寻找攻击可能正在进行的迹象，而不是关心攻击的步骤是如何执行的。这些迹象可以包括代码执行、试图隐身、横向移动等等。如何启动或执行这些步骤对IOA引擎来说并不重要，例如，对于IOA来说，一个活动是从驱动器上复制的文件启动的，还是从无文件技术启动的，都无关紧要。IOA关注的是所执行的行为、它们之间的关系、顺序、依赖性，将它们视为揭示一系列事件背后真实意图和目的的指标。IOA不关注攻击者使用的特定工具和恶意软件。
深信服IOA引擎不仅检测恶意事件、分析难以区分的灰色事件，还通过合法事件对攻击事件进行关联，最终构造攻击场景。依靠泛化行为规则提高已知和未知高级威胁攻击检测能力，补充复杂行为关联检测领域空白，构建行为检测防御层级，增强多层次纵深防御检测能力，帮助用户有效抵御已知和未知高级威胁攻击。
终端侧组件还有深信服自研的ADR（Application Detection and Response，应用检测与响应）进行应用级别的漏洞检测，针对网络检测较难覆盖的漏洞类型如加密流量的漏洞利用提出解决方案；热补丁技术，不需要重启就可修复系统漏洞；AMSI（https://cloud.tencent.com/developer/article/1590511，反恶意扫描接口）通过虚拟执行对恶意脚本进行检测；BASE用户失陷检测技术，智能检测失陷用户、0day漏洞等等模块化能力。通过层级检测的设计，快速过滤，降低性能消耗的同时提升精准度，实现从低级的自动化攻击、到高级隐秘的APT攻击全覆盖，通过EDR能够发现传统杀毒、流量检测工具无法检测的安全事件类别如：加密流量攻击、无文件攻击等，当前能够覆盖ATT&CK中264中攻击技战术，是传统态势感知检测工具检测效果的300%。"
